id,guid_dashed,name_en,faction,color,set,rarity_int,rarity_engine,setAndRarityKey,sun_cost,attack,health,display_sun,display_attack,display_health,crafting_buy,crafting_sell,is_hero,is_power,is_fighter,is_env,is_aquatic,is_teamup,is_burst,is_surprise,is_board_ability,is_unusable,usable,n_components_top,n_components_total,n_abilities,subtype_names,tags
604,Grape Power,Grape Power,Plants,MegaGro,Set3,2,R3,Colossal_SuperRare,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,27,2,Berry,set3plant
605,Gatling Pea,Gatling Pea,Plants,MegaGro,Set3,3,R4,Colossal_Legendary,5,5,4,5,5,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,13,25,1,Peashooter,"set3plant, plantlegend"
606,Tricorn,Tricorn,Plants,Smarty,Set3,1,R2,Colossal_Rare,6,2,6,6,2,6,250,50,False,False,True,False,False,False,False,False,False,False,True,13,25,1,Nut,set3plant
607,Jelly Bean,Jelly Bean,Plants,Smarty,Set3,2,R3,Colossal_SuperRare,4,4,3,4,4,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,12,35,2,Bean,set3plant
608,Lima-Pleurodon,Lima-Pleurodon,Plants,Smarty,Set3,3,R4,Colossal_Legendary,1,2,2,1,2,2,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,26,1,"Bean, Animal","set3plant, plantlegend"
609,Kernel-Pult,Kernel-Pult,Plants,Solar,Set3,0,R1,Colossal_Uncommon,1,1,1,1,1,1,50,15,False,False,True,False,False,True,False,False,False,False,True,10,26,1,Corn,set3plant
610,Elderberry,Elderberry,Plants,Solar,Set3,1,R2,Colossal_Rare,4,2,3,4,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,12,24,1,"Flower, Berry",set3plant
611,Primal Sunflower,Primal Sunflower,Plants,Solar,Set3,2,R3,Colossal_SuperRare,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,23,1,Flower,set3plant
612,Sunflower Seed,Sunflower Seed,Plants,Solar,Set3,2,R3,Colossal_SuperRare,2,2,2,2,2,2,1000,1000,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Flower, Seed",set3plant
613,1000-Year Cheesemonger,Primordial Cheese Shover,Zombies,Hungry,Set3,1,R2,Colossal_Rare,4,4,4,4,4,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Gourmet, History",set3zombie
614,Ancient Vimpire,Ancient Vimpire,Zombies,Hungry,Set3,2,R3,Colossal_SuperRare,4,3,4,4,3,4,1000,250,False,False,True,False,True,False,False,False,False,False,True,12,24,1,"Imp, Monster","set3zombie, vimpire"
615,,,All,0,,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,6,29,1,,
616,Wilting Away,Extinction Event,Zombies,Hungry,Set3,2,R3,Colossal_SuperRare,2,,,2,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,38,2,History,set3zombie
617,Brontosaurus Rider,Mondo Bronto,Zombies,Hungry,Set3,3,R4,Colossal_Legendary,5,5,5,5,5,5,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,40,2,"History, Pet","set3zombie, zombielegend"
618,Zomblob,Zom-Blob,Zombies,Brainy,Set3,1,R2,Colossal_Rare,3,2,5,3,2,5,250,50,False,False,True,False,False,False,False,False,False,False,True,11,24,1,Monster,set3zombie
619,Parasol Zombie,Parasol Zombie,Zombies,Brainy,Set3,2,R3,Colossal_SuperRare,4,3,6,4,3,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,23,1,Party,set3zombie
620,Gargantuar Mime,Gargantuar Mime,Zombies,Brainy,Set3,3,R4,Colossal_Legendary,5,5,6,5,5,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,46,2,"Gargantuar, Mime","set3zombie, zombielegend"
621,Evolutionary Leap,Evolutionary Leap,Zombies,Brainy,Set3,2,R3,Colossal_SuperRare,2,,,2,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,29,2,History,set3zombie
622,Lizard Zombie,Gizzard Lizard,Zombies,Madcap,Set3,1,R2,Colossal_Rare,3,3,3,3,3,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Pet, Monster",set3zombie
623,Four-Armed Bandit,Quickdraw Con Man,Zombies,Madcap,Set3,2,R3,Colossal_SuperRare,1,1,3,1,1,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,26,1,Monster,set3zombie
624,Zombie Middle Manager,Zombie Middle Manager,Zombies,Hearty,Set3,0,R1,Colossal_Uncommon,1,1,2,1,1,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,39,2,Professional,set3zombie
625,Primal Yeti,Primeval Yeti,Zombies,Hearty,Set3,1,R2,Colossal_Rare,5,4,4,5,4,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Pet, Monster",set3zombie
626,Jurassic Fossilhead,Jurassic Fossilhead,Zombies,Hearty,Set3,2,R3,Colossal_SuperRare,2,2,3,2,2,3,1000,250,False,False,True,False,False,False,False,False,False,False,True,12,24,1,"Professional, History",set3zombie
627,Stegosaurus Rider,Stompadon,Zombies,Hearty,Set3,3,R4,Colossal_Legendary,4,2,4,4,2,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,28,1,"History, Pet","set3zombie, zombielegend"
628,Barrel of Barrels,Barrel of Barrels,Zombies,Sneaky,Set3,0,R1,Colossal_Uncommon,2,,,2,0,0,50,50,False,False,False,False,False,False,True,True,False,False,True,9,27,2,Barrel,set3zombie
629,Blowgun Imp,Blowgun Imp,Zombies,Sneaky,Set3,1,R2,Colossal_Rare,5,3,4,5,3,4,250,50,False,False,True,False,False,False,False,False,False,False,True,13,27,1,"Dancing, Imp",set3zombie
630,Stone Gargantuar,Cursed Gargolith,Zombies,Sneaky,Set3,2,R3,Colossal_SuperRare,6,7,6,6,7,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,106,6,"Gargantuar, Monster",set3zombie
631,Zombot Aerostatic Gondola,Zombot Aerostatic Gondola,Zombies,Sneaky,Set3,3,R4,Colossal_Legendary,6,5,6,6,5,6,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,43,2,"Science, Pirate","set3zombie, zombielegend"
632,Mesozoic Magnolia,Cro-Magnolia,Plants,Kabloom,Set3,1,R2,Colossal_Rare,3,2,4,3,2,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,31,1,Flower,set3plant
633,Grave Mistake,Grave Mistake,Plants,Smarty,Set3,0,R1,Colossal_Uncommon,2,,,2,0,0,50,15,False,False,False,False,False,False,True,False,False,False,True,7,23,2,,set3plant
634,Fireweed,Fireweed,Plants,Kabloom,Set3,2,R3,Colossal_SuperRare,2,3,2,2,3,2,1000,1000,False,False,True,False,False,False,False,False,False,False,True,9,23,1,"Flower, Root",set3plant
635,Ankylosaurus Rider,Tankylosaurus,Zombies,Madcap,Set3,3,R4,Colossal_Legendary,4,2,6,4,2,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,31,1,"History, Pet","set3zombie, zombielegend"
636,Cob Cannon,Cob Cannon,Plants,Solar,Set3,3,R4,Colossal_Legendary,6,4,6,6,4,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,46,2,Corn,"set3plant, plantlegend"
637,Trans-fig-uration,Transfiguration,Plants,Kabloom,Event,5,Event,Premium_Event,4,4,7,4,4,7,2000,500,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Leafy, Fruit",plantevent
638,Witch Hazel,Witch Hazel,Plants,Smarty,Event,5,Event,Premium_Event,4,,3,4,0,3,2000,500,False,False,True,False,False,False,False,False,False,False,True,9,42,2,Flower,plantevent
639,Ketchup Mechanic,Ketchup Mechanic,Plants,Solar,Event,5,Event,Premium_Event,3,1,1,3,1,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,61,2,Fruit,plantevent
640,Fraidy Cat,Fraidy Cat,Zombies,Hungry,Event,5,Event,Premium_Event,1,2,2,1,2,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,38,2,Pet,zombieevent
641,Exploding Fruitcake,Exploding Fruitcake,Zombies,Madcap,Event,5,Event,Premium_Event,2,,,2,0,0,2000,500,False,False,False,False,False,False,True,True,False,False,True,9,27,2,"Gourmet, Party",zombieevent
642,Sneezing Zombie,Sneezing Zombie,Zombies,Hungry,Event,5,Event,Premium_Event,4,2,4,4,2,4,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,37,2,Party,zombieevent
643,Unexpected Gifts,Unexpected Gifts,Zombies,Madcap,Event,5,Event,Premium_Event,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,9,27,2,Party,zombieevent
644,BoardAbilityView,,All,0,Board,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,True,True,False,6,14,1,,
645,Pumpkin Shell,Pumpkin Shell,Plants,Guardian,Set4,1,R2,Triassic_Rare,3,2,4,3,2,4,250,50,False,False,True,False,False,False,False,False,False,False,True,11,22,1,Squash,set4
646,Primal Wall-Nut,Primal Wall-Nut,Plants,Guardian,Set4,2,R3,Triassic_SuperRare,3,,8,3,0,8,1000,250,False,False,True,False,False,True,False,False,False,False,True,10,25,1,Nut,set4
647,Gilly Bean,Marine Bean,Plants,Guardian,Set4,2,R3,Triassic_SuperRare,3,3,3,3,3,3,1000,250,False,False,True,False,True,False,False,False,False,False,True,10,28,1,"Bean, Animal",set4
648,King Coconut,Loco Coco,Plants,Guardian,Set4,3,R4,Triassic_Legendary,6,3,4,6,3,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,39,2,"Fruit, Nut","set4, plantlegend"
649,Shelf Mushroom,Shelf Mushroom,Plants,Kabloom,Set4,1,R2,Triassic_Rare,2,2,2,2,2,2,250,250,False,False,True,False,False,False,False,False,False,False,True,11,28,1,"Mushroom, Berry",set4
650,Strawberrian,Strawberrian,Plants,Kabloom,Set4,2,R3,Triassic_SuperRare,3,3,2,3,3,2,1000,1000,False,False,True,False,False,False,False,False,False,False,True,12,43,2,Berry,set4
651,Veloci-Radish,Veloci-Radish Packmate,Plants,Kabloom,Set4,3,R4,Triassic_Legendary,3,1,3,3,1,3,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,36,2,"Root, Animal","set4, plantlegend"
653,Typical Beanstalk,Typical Beanstalk,Plants,MegaGro,Set4,0,R1,Triassic_Uncommon,3,3,3,3,3,3,50,15,False,False,True,False,False,False,False,False,False,False,True,9,41,2,"Leafy, Bean",set4
655,Pea Patch,Pea Patch,Plants,MegaGro,Set4,1,R2,Triassic_Rare,2,2,3,2,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,22,1,"Leafy, Peashooter",set4
656,Savage Spinach,Savage Spinach,Plants,MegaGro,Set4,2,R3,Triassic_SuperRare,4,3,6,4,3,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,39,2,Leafy,set4
657,Apotatosaurus,Apotatosaurus,Plants,MegaGro,Set4,3,R4,Triassic_Legendary,6,5,5,6,5,5,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,36,2,"Root, Animal","set4, plantlegend"
658,Primal Peashooter,Primal Peashooter,Plants,Smarty,Set4,0,R1,Triassic_Uncommon,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,27,1,Peashooter,set4
659,Lilypad,Lily Pad,Plants,Smarty,Set4,1,R2,Triassic_Rare,1,,1,1,0,1,250,50,False,False,True,False,True,False,False,False,False,False,True,11,35,2,Leafy,set4
660,Rotobaga,Rotobaga,Plants,Smarty,Set4,2,R3,Triassic_SuperRare,2,2,1,2,2,1,1000,250,False,False,True,False,True,False,False,False,False,False,True,11,11,0,Root,set4
661,Shrinking Ultraviolet,Shrinking Violet,Plants,Smarty,Set4,2,R3,Triassic_SuperRare,4,,,4,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,28,2,Flower,set4
662,Bird of Paradise,Bird of Paradise,Plants,Smarty,Set4,3,R4,Triassic_Legendary,5,4,5,5,4,5,4000,1000,False,False,True,False,True,False,False,False,False,False,True,11,24,1,"Flower, Animal","set4, plantlegend"
663,Green Crosshairs,Cross-Pollination,Plants,Solar,Set4,2,R3,Triassic_SuperRare,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,False,False,False,True,8,36,4,"Fruit, Flower",set4
664,Eyespore,Eyespore,Plants,Solar,Set4,1,R2,Triassic_Rare,2,2,1,2,2,1,250,50,False,False,True,False,False,False,False,False,False,False,True,11,25,1,Moss,set4
665,Aloesaurus,Aloesaurus,Plants,Solar,Set4,3,R4,Triassic_Legendary,5,4,7,5,4,7,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,31,1,"Cactus, Animal","set4, plantlegend"
666,Killer Whale,Killer Whale,Zombies,Hungry,Set4,1,R2,Triassic_Rare,2,2,1,2,2,1,250,50,False,False,True,False,True,False,False,False,False,False,True,12,24,1,Pet,set4
667,Hunting Grounds,Hunting Grounds,Zombies,Hungry,Set4,2,R3,Triassic_SuperRare,2,,,2,0,0,1000,250,False,False,False,True,False,False,False,True,False,False,True,9,67,4,"History, Pet",set4
668,,,All,0,,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,6,23,1,,
669,Gargantuar-Throwing Gargantuar,Gargantuar-Throwing Gargantuar,Zombies,Hungry,Set4,3,R4,Triassic_Legendary,7,6,6,7,6,6,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Pirate, Gargantuar","set4, zombielegend"
670,Mustache Waxer,Mustache Waxer,Zombies,Brainy,Set4,0,R1,Triassic_Uncommon,1,2,2,1,2,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,82,4,"Professional, Mustache",set4
671,Pot of Silver,Quarterly Bonus,Zombies,Brainy,Set4,0,R1,Triassic_Uncommon,4,,,4,0,0,50,15,False,False,False,False,False,False,True,True,False,False,True,9,33,2,"Barrel, Professional",set4
672,Mustache Monument,Mustache Monument,Zombies,Brainy,Set4,1,R2,Triassic_Rare,3,1,5,3,1,5,250,50,False,False,True,False,False,False,False,False,False,False,True,11,22,1,"Mustache, History",set4
673,Barbarous Barber,Duckstache,Zombies,Brainy,Set4,2,R3,Triassic_SuperRare,3,3,2,3,3,2,1000,250,False,False,True,False,False,False,False,False,False,False,True,12,41,2,"Pet, Mustache",set4
674,Zombot Dinotronic Mechasaur,Zombot Dinotronic Mechasaur,Zombies,Brainy,Set4,3,R4,Triassic_Legendary,7,8,8,7,8,8,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,26,1,"Science, Pet","set4, zombielegend"
675,Disco Dance Floor,Disco Dance Floor,Zombies,Madcap,Set4,1,R2,Triassic_Rare,2,,3,2,0,3,250,50,False,False,True,False,False,False,False,False,False,False,True,11,22,1,"Dancing, Science",set4
676,Zombie's Best Friend,Zombie's Best Friend,Zombies,Madcap,Set4,2,R3,Triassic_SuperRare,2,2,1,2,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,9,27,1,Pet,set4
677,Hand of Devastation,Knockout,Zombies,Hearty,Set4,2,R3,Triassic_SuperRare,3,,,3,0,0,1000,250,False,False,False,False,False,False,True,True,False,False,True,8,15,1,,set4
678,Jungle Drummer,Bobblehead,Zombies,Madcap,Set4,3,R4,Triassic_Legendary,4,2,4,4,2,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,12,44,2,"Dancing, Mustache","set4, zombielegend"
679,Turquoise Skull Zombie,Turquoise Skull Zombie,Zombies,Hearty,Set4,2,R3,Triassic_SuperRare,4,2,6,4,2,6,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,38,2,"Professional, Mustache",set4
680,Angry Colosseum,Lost Colosseum,Zombies,Hearty,Set4,1,R2,Triassic_Rare,2,2,3,2,2,3,250,50,False,False,True,False,False,False,False,False,False,False,True,12,24,1,"History, Sports",set4
681,Grave Robber,Grave Robber,Zombies,Madcap,Set4,2,R3,Triassic_SuperRare,1,2,1,1,2,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,25,1,"Mustache, Pirate",set4
682,Glamorous Gladiator,Chum Champion,Zombies,Hearty,Set4,3,R4,Triassic_Legendary,5,4,4,5,4,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,11,41,2,"History, Sports","set4, zombielegend"
683,Excavator Zombie,Excavator Zombie,Zombies,Sneaky,Set4,2,R3,Triassic_SuperRare,3,4,1,3,4,1,1000,250,False,False,True,False,False,False,False,False,False,False,True,10,24,1,"Professional, Mustache",set4
684,Buried Treasure,Buried Treasure,Zombies,Sneaky,Set4,1,R2,Triassic_Rare,1,2,2,1,2,2,250,50,False,False,True,False,False,False,False,False,False,False,True,11,29,2,"Pirate, Barrel",set4
685,Monkey Trainer,Monkey Smuggler,Zombies,Sneaky,Set4,0,R1,Triassic_Uncommon,2,2,3,2,2,3,50,15,False,False,True,False,False,False,False,False,False,False,True,10,40,2,"Pirate, Pet",set4
686,Frozen Viking,Unthawed Viking,Zombies,Sneaky,Set4,2,R3,Triassic_SuperRare,4,4,3,4,4,3,1000,250,False,False,True,False,True,False,False,False,False,False,True,12,51,3,Pirate,set4
687,Raptor Rider,Raiding Raptor,Zombies,Sneaky,Set4,3,R4,Triassic_Legendary,3,2,4,3,2,4,4000,1000,False,False,True,False,False,False,False,False,False,False,True,10,42,2,"History, Pet","set4, zombielegend"
688,Frankentuar,Frankentuar,Zombies,Madcap,Event,5,Event,Premium_Event,5,5,7,5,5,7,1000,250,False,False,True,False,False,False,False,False,False,False,True,11,29,1,"Gargantuar, Monster",zombieevent
689,Cheat Turn Into Gravediggers,,Zombies,0,Cheats,0,R1,,0,,,0,0,0,0,0,False,False,False,False,False,False,True,True,False,False,True,8,17,1,,cheats
690,Captain_Deadbeard_from_Barrel,Captain Deadbeard,Zombies,Madcap,Token,4,R0,Token,3,4,3,3,4,3,0,0,False,False,True,False,False,False,False,False,False,False,True,8,8,0,"Mustache, Pirate","deadbeard, randomzombie, randomzombiefighter, piratezombie, notplankwalker"
691,Veloci-Radish Solo,Veloci-Radish Hatchling,Plants,Kabloom,Set4,0,R1,Triassic_Uncommon,1,1,2,1,1,2,50,15,False,False,True,False,False,False,False,False,False,False,True,10,23,1,"Root, Animal",set4
